miRNA	B cells	Basophils	CD4+ T cells	CD8+ T cells	Eosinophils	Erythrocytes	Monocytes	Natural killer cells	Neutrophils	Plasma	Thrombocytes
hsa-miR-1180-3p	0.930181492676854	0.7886877595631273	0.4235460440194363	0.8159437999188681	0.32412758164581407	33.59826922860057	0.9578842504396554	3.905378521667012	2.555545502206722	84.58679251035784	1.0647510569425083
hsa-miR-1185-1-3p	0.8671777930489106	0.005578093843731149	0.05858411791798562	0.09319367053653625	0.07000015472215233	0.012915550608107519	0.12244497548511504	0.8489499815931879	0.05826255741981912	0.18236294968423855	24.86868998085637
hsa-miR-12135	17.238590796932918	11.866521287742426	30.787371742031155	28.98695338890445	12.347760032742995	0.0010382748649470192	19.768621380979877	7.393362867083756	12.02358212156277	0.0	1.1118255660652643
hsa-miR-12136	43.25187260923561	10.78179503947507	19.086160033857603	30.92162715581461	19.917236814794407	0.4526167811109475	30.434836355645896	44.209206520243676	18.625338988156148	1.846032999439338	18.839616795226483
hsa-miR-122-5p	1.1924836100840757	0.14891411127890958	0.13069714407609725	6.800145309243868	0.10034971326230863	0.2061191709161549	0.322773741929702	0.19202750456466888	0.2658939804586758	4975.983056891981	0.2437369013538156
hsa-miR-1224-5p	0.021097503866135944	0.0008626069124711644	0.005439036620265594	0.009105755665142557	0.0021171289749467	9.211909912729755	0.0020673060436311214	0.049732285625367495	0.11190505303950007	10.793656426753918	0.0
hsa-miR-1226-3p	4.216736378983542	3.2628023011814347	2.52912208647077	2.7103193687145577	6.504390663428992	5.439129641815371	19.31613516489505	5.992492541356362	5.644163655618476	10.565414380240421	11.102793961838758
hsa-miR-1229-3p	0.6918233541958908	0.295828333689817	0.11618846808985173	0.21434488781797217	0.4534565179690866	2.372149640156154	1.0374879060354778	0.2520370745508188	0.3452680407784662	4.09201136645346	7.790244457988948
hsa-miR-1237-3p	0.5082358139491759	1.6133978379705232	0.43426843761190437	0.6376509001053664	1.1359121941404569	0.12716131431640143	4.554977798838252	1.8364855456800318	0.678716048705634	1.156861024314181	1.0592150983761863
hsa-miR-1246	10.52209654370178	8.377255331672822	0.8819853319095473	2.217518295470897	8.655147376248701	0.1190272214037515	3.6040042873035465	3.8331511971749404	2.122650222312844	24.496429195909435	2.9027152418839415
hsa-miR-1248	10.438427318396798	1.5787216547644864	3.1245853693957617	4.843876862890095	4.109652582204965	0.0	1.8109344342381282	5.414392357070274	1.3882998105338753	0.01548368236650124	0.025371269405094595
hsa-miR-1249-3p	1.2293744479048245	2.3064020605790274	0.690351602308836	1.2126064626039137	5.90626753550389	0.26013429803009563	15.475630202914536	4.269745752278138	4.632967801440346	1.5218662389421642	3.5557492026582134
hsa-miR-1250-5p	0.10922803930659503	0.13504426176298817	0.1125594054791404	0.16528507828556652	0.2414952933496949	0.0	2.622159250697306	1.999994531127998	3.0719558845154893	0.03538306318740977	1.3038675007231073
hsa-miR-1255a	10.848464061225245	2.1836873178291927	2.9448646714825815	5.673981296454552	12.256906946783408	3.3165987742677525	7.523767373356142	13.989553895812412	7.562169338188529	0.34699173487363405	1.4965296780963133
hsa-miR-1255b-5p	1.5203773954838609	0.9667004964783575	0.6422103383515009	0.7058109588889212	0.8236186182700134	49.84436463493439	1.0319752715806603	1.643530262492117	1.4858951134114793	21.463765104728985	0.3761587558367071
hsa-miR-125a-3p	0.4435476267414098	4.920722630922231	7.096898721659352	4.034530414773804	1.5881543079114122	0.013191480407410543	1.1487466359111607	0.6541157867651634	7.5724669468916135	0.5586934258037425	0.7261939979741924
hsa-miR-125a-5p	293.53454383962367	3978.63466651171	5180.079170742344	3710.8429113901007	338.0999307623184	6.97863649537636	200.7784342546682	554.4045870212548	1235.7315818865313	400.0158652214935	821.0062109620841
hsa-miR-125b-5p	97.9271876765049	323.38380652299253	564.3809294064162	258.9556041536339	353.21627909300275	84.53986580849278	137.04443840208694	231.56871281320105	65.24353376443436	491.5197413305799	181.81749933926892
